s1,s2,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,s40,s42,s44,s46,s48,s50,s52,s54,s56,s58,s60,s62,s64,s66,s68,s70,s72,s74,s76,s78,s80,s82,s84,s86,s88,s90,s92,s94,s96,s98,s100
-0.81260294895038,-0.774404037775169,-0.689000373739017,-0.592730762220128,-0.487113432500834,-0.373814032963541,-0.254619362820734,-0.131409193224009,-0.0061266221500946,0.119252569414993,0.377502852261011,0.563602267619785,0.74081333853852,0.906341340568065,1.05757579823478,1.19213165379817,1.0136383721218,1.27399050430979,1.6182623578702,1.80667897137142,1.72290965053367,1.46990798615119,1.27283062398738,1.27979290646188,1.43656673301925,1.54119077860253,1.42496564322463,1.09868302903084,0.738614196886296,0.529906437437133,0.507928286834375,0.535021150843846,0.428080226676632,0.121211628754345,-0.278670792081747,-0.587805282199511,-0.704787601835591,-0.692982371529251,-0.717454002341703,-0.896110581559736,-1.19699386835137,-1.46911789910079,-1.57556265702909,-1.51003895613304,-1.39655749837129,-1.37654787547424,-1.48510348648848,-1.62392869917155,-1.48190695628737,-1.41112919790387,-1.31809708910172
-0.981450886134802,-0.991552022337722,-0.999990265292143,-0.992658064397678,-0.969671052842477,-0.931391749530541,-0.878423841942045,-0.811602665621156,-1.14469378547917,-1.00212832475102,-0.8437587016991,-0.67208249988437,-0.48980715556384,-0.299807259803455,-0.105079224459794,0.0913059730248844,0.286251220771416,0.476682115768191,0.659595449043208,0.832106568063593,0.991494869429244,1.13524670441367,1.26109502070598,1.36705511518012,1.45145593384871,1.51296642538277,1.55061653258621,1.56381249077734,1.47351925159902,1.68991017491576,1.52940298226932,1.20797076008173,1.20191223338212,1.30296932849611,1.06421545142509,0.692630453289518,0.614859688816578,0.634086664690742,0.352488243010809,-0.0326390303682167,-0.139748192151889,-0.154817482787277,-0.432193928097155,-0.785010979689977,-0.87290816042252,-0.871841348735291,-1.13524670441367,-0.806415572040555,-0.874172456966635,-0.928143120041038,-0.967476411666568
-0.370116301411016,-0.42771743902668,-0.537635034690158,-0.63907380468897,-0.730433999023651,-0.810274812853608,-0.877337108850152,-0.930563274544345,-0.969113901507418,-0.992381023323136,-0.99999770358136,-0.991843822684433,-0.968047972204993,-0.928985426920051,-0.875272226503586,-0.807755460212875,-1.15678327113637,-1.08289080653823,-0.901053199256516,-0.575875205172447,-0.491489413282519,-0.387689215824555,-0.042266405004305,0.16372322042968,0.21577585224182,0.482829687406338,0.769332299144317,0.817476538420167,0.950262355467326,1.23371179292759,1.31268789959887,1.31180009139582,1.50168602636309,1.60950361770851,1.51916906210915,1.55589062158442,1.65272626494538,1.53101049484479,1.40848292646341,1.437315591719,1.32595948368851,1.08994432319995,1.00724928261383,0.915842802123602,0.673938343828608,0.488119806305768,0.185275754923924,0.0606515148729416,-0.0649292357990464,-0.189486013635638,-0.311054483843737
0.709603355385438,0.752445400779879,0.829063458366138,0.892606689955459,0.942072980826792,0.976682218023366,0.995888593200035,0.99938921034693,0.987128862640478,0.959300903087986,0.916344195235214,0.858936192026094,0.787982251965113,0.704601361072861,0.610108485808039,0.505993835260881,0.393899359665593,0.275592855864306,0.152940088094848,0.0278753637741534,-0.153134064205994,-0.347576483706946,-0.536537414427712,-0.717036829611038,-0.886228145654357,-0.64592719075681,-0.391733972273604,-0.962185433920891,-1.86155604980897,-2.23401292581906,-1.77592910000226,-1.04535713163197,-0.852749674783086,-1.3967447518675,-2.06576375126011,-2.10242057921099,-1.40963114444484,-0.641485077761854,-0.496779979797886,-0.956974045979001,-0.793666993712967,-0.6178433388424,-0.432275925436566,-0.239891262457479,-0.043723370965343,0.153134064205995,0.221593639940346,0.342063644120014,0.457139100292994,0.56500519977269,0.663960829734225
0.122886916707819,0.184959037525051,0.306671343167125,0.423547258530873,0.533743580612722,0.635522447585347,0.727278745916843,0.807565423969967,0.875116312870884,1.46321249852662,1.52480704367975,1.56235447087847,1.57526263476612,1.84963337939484,1.54621294682077,1.19693939385649,1.23843041004934,1.47140666255302,1.38112812128958,0.924761909660207,0.585509301564228,0.632683491552814,0.725590985117762,0.448495561610511,-0.0562467858707613,-0.314119130825601,-0.238542941322051,-0.245711317907569,-0.608324751802595,-1.04409356728343,-1.1526958821865,-1.01849231433704,-1.06582803532912,-1.40632894944447,-1.67655434666873,-1.59684400957373,-1.38851284753715,-1.42457382058791,-1.66228083937202,-1.71908137946602,-1.45921630862562,-1.19222284719148,-1.19513033447874,-1.15097556617781,-0.639321657592293,-0.537906752542324,-0.428008736674844,-0.311360767349976,-0.189802452726092,-0.065250840040228,0.0603298173720321
0.865845705273608,0.832722361540858,0.756760242421072,0.66886356221165,0.570418504066424,0.462977605360574,0.348235273248772,0.228001062852168,0.104171139493153,-0.0213016249644928,-0.146438450071474,-0.269265853342738,-0.387846773255163,-0.500311117864922,-0.604885257274577,-0.699919994836073,-0.783916575967067,-1.28026716767515,-1.36727114455176,-1.43271243871061,-1.47555900185006,-1.49513511807411,-1.49113206033571,-1.4636129592467,-1.41301180747037,-1.34012661539789,-1.24610682604774,-1.1324351876627,-1.00090436988421,-0.853588692281369,-0.69281141109208,-0.52110808008439,-0.341186563358894,-0.155884330714252,0.0318762909465365,0.219134204457126,0.402936240658999,0.461118933357061,1.00375941428164,0.972661934498458,0.792222895029519,1.15489749827355,1.5265790842038,1.34006755155698,1.20302446757137,1.54298001699678,1.70172099484933,1.38958035095545,1.28519938363091,1.54198047912742,1.48675201923938
0.871811474713024,0.900848559867341,0.948156451843937,0.980511350173745,0.997402998782224,0.998565006280235,0.983979047115387,0.953875150576938,0.908728073096497,0.849249811055485,0.776378372176881,0.691262982583089,0.595245962813473,0.489841558627585,0.376712060444977,0.257641588032274,0.134507953868678,0.0092530489214163,-0.116147782134839,-0.239716893283507,-0.576931662851771,-0.760068968754838,-0.931219532977447,-1.08768420888142,-1.22699545506028,-1.34695624994128,-1.44567474012804,-1.52159407605876,-1.57351696445379,-1.60062455034591,-1.60248933091231,-1.57908189744951,-1.53077139916612,-1.45831972147937,-1.36286947062692,-1.24592595408392,-1.10933344096493,-0.955246076798253,-0.786093911364116,-0.604544575358026,-0.413461210261116,-0.215857314888634,-0.0148492207134461,0.186393054542886,0.384695799983262,0.514684982581266,0.338291299703708,0.398145122988171,0.733621414126643,1.22749277811907,1.67753898089555
0.373860548405273,0.431360080453324,0.541031795182574,0.642171115305066,0.733183013324767,0.812632177242035,0.879265646281263,0.932032570830798,1.36980848868147,1.33142523343018,1.54273438804744,1.49480802138943,1.25771375151868,1.19545113382467,1.31469296070645,1.26467911543706,0.969941215062793,0.758643514070013,0.773796534899984,0.72914601892178,0.431699681416734,0.124776490059529,0.049791259954638,0.0240330703258946,-0.219230830207346,-0.551647603181758,-0.683176432290783,-0.674987926733856,-0.816746262924547,-1.10346331784002,-1.2487437105599,-1.19582684668942,-1.20837655863906,-1.36980848868147,-1.40195913624882,-1.41200005074773,-1.39977288095841,-1.36547045665258,-1.30963374755284,-1.2331433319169,-1.13720550929251,-1.02333327645294,-0.89332246653404,-0.530601351435869,-0.420182257967314,-0.303136639285899,-0.181310374717895,-0.0566247372310223,0.0689539061879628,0.193445105315297,0.314885559573303
0.995092835288017,0.999342098034751,0.996007578470388,0.976965424407459,0.942515941990769,0.893202420137152,0.82980256254471,0.753316222840914,0.664949636293618,0.566096396760313,0.458315478880503,0.34330665211435,0.222883674362901,0.0989456879224954,-0.0265527311237368,-0.151632397738315,-0.274320730859756,-0.392682862184277,-0.504852150194781,-0.609059618212657,-0.703661852216739,-0.787166918464147,-0.858257892176652,-0.915813626231117,-1.46663987009651,-1.50944940680802,-1.52845402467279,-1.52335400951429,-1.49422979161818,-1.14640939212776,-1.1064796319369,-1.28479656312183,-1.40396848674019,-1.24834635003528,-0.862043761443488,-0.486537113860329,-0.319369989779919,-0.335626531654872,-0.333602967620895,-0.14195660901873,0.219908451946397,0.574178643718304,0.762332095907505,0.78903738618671,0.800650695531287,0.933187230728529,1.18367365720751,1.4232159836457,1.52698095116218,1.48909301198535,1.41630176589284
0.001150244819052,0.0639384530650386,0.188511061448,0.310110737780876,0.426819782527773,0.536797624334427,0.63830984693797,0.729755541947482,0.809692556125651,0.876860235006831,0.930199304171039,0.96886857463434,0.992258208901625,0.999999338468209,0.991969881096501,0.968296466125816,0.929352437452056,0.875751965671442,0.808340362243322,0.728180748423499,0.636537289206942,0.534855256690647,0.424738237269298,0.307922842119887,0.186251319806056,0.0616425029177387,-0.063938453065039,-0.188511061448,-0.310110737780876,-0.426819782527773,-0.750689811999696,-0.892650558186698,-1.0205336718275,-1.13232235982632,-1.22625364779408,-1.30084618320771,-1.35492359722431,-1.38763305672056,-1.39845871398052,-1.38722984192226,-1.35412352656595,-1.29966187428151,-1.22470377785928,-1.13043137125763,-1.01833138664428,-0.89017170774187,-0.784349390435176,-0.415950172253107,-0.532483313405908,-0.353286567462232,0.0830438712809093
