s1,s3,s5,s7,s9,s11,s13,s15,s17,s19,s21,s23,s25,s27,s29,s31,s33,s35,s37,s39,s41,s43,s45,s47,s49,s51,s53,s55,s57,s59,s61,s63,s65,s67,s69,s71,s73,s75,s77,s79,s81,s83,s85,s87,s89,s91,s93,s95,s97,s99,target
-0.81260294895038,-0.733148907654412,-0.642132670122804,-0.540989616791897,-0.431314834032649,-0.314837958685713,-0.193395900655223,-0.0689038737422895,0.0566748084207391,0.181359694999083,0.471482923790469,0.65349733078419,0.82520569449106,0.98390007144182,1.12707775651253,0.971347632305536,1.11926670829832,1.45119897068653,1.74417247882974,1.79727447289718,1.60409724119376,1.35107369161921,1.24916820857569,1.35046432549558,1.50903083344529,1.51496903083217,1.27953952170159,0.909238734294214,0.608478993986481,0.501061731023338,0.527850433220286,0.506607371276586,0.296527065750462,-0.0786999702131017,-0.454491757663334,-0.670175679218569,-0.705420133439052,-0.690457134809341,-0.785642590365831,-1.03922623009558,-1.34731270858454,-1.54719587601171,-1.55864649741811,-1.44914668347965,-1.36921843014102,-1.4183677117061,-1.56016673986069,-1.50858740915258,-1.44937809368457,-1.36731121986266,Swell_with_Oscillatory_Transient
-0.981450886134802,-0.997739955705504,-0.99829407015377,-0.98310449076374,-0.95241076627621,-0.906696955061889,-0.846683991231736,-1.20933661300036,-1.07553337454753,-0.924768332285593,-0.759419140993685,-0.5820934561933,-0.395587809862972,-0.202843507458401,-0.0069002417683744,0.189151844856345,0.382220893893845,0.569262091106944,0.747325685082597,0.913603506573772,1.065473255006,1.20053985372391,1.31667322178085,1.41204186658784,1.48514176764582,1.53482009584734,1.56029339428027,1.56115993381129,1.60685022427446,1.66325256044813,1.34988803682267,1.15967173860162,1.27591143379153,1.23096682359178,0.859681321471543,0.612484907963798,0.645666892950772,0.534463551624841,0.140802951472479,-0.124336028139192,-0.128657595210969,-0.258225770684223,-0.628201954317594,-0.86445825954397,-0.856221262075766,-0.95484343377923,-0.767693169033584,-0.841955421200913,-0.902939533416116,-0.949683749799414,Swell_with_Oscillatory_Transient
-0.370116301411016,-0.483630571316016,-0.589517698204461,-0.68610777883142,-0.771877529925287,-0.845474311274946,-0.905737457673926,-0.951716583304058,-0.982686569887556,-0.998159002235424,-0.997889870846754,-0.981883420084317,-0.950392081238425,-0.903912491534694,-0.843177661868312,-1.22300297455217,-1.06853523591178,-1.03482809412532,-0.723630210805499,-0.504061659173368,-0.473009596771584,-0.227294692035534,0.0988633513446134,0.180844569486932,0.318269236669717,0.65365362719055,0.811279764764093,0.851205182645381,1.09718189414458,1.30736875793215,1.2945882488703,1.38996020321407,1.58897402153925,1.5697939958915,1.5099414938432,1.62194319753205,1.61675488138047,1.44676215046488,1.41882886768011,1.41319725197143,1.20123673126605,1.02774255317465,0.984799711064349,0.763039090799304,0.582177870107962,0.392135356628812,0.123206755286084,-0.0021430893603624,-0.127459136207378,-0.250765076336004,Swell_with_Oscillatory_Transient
0.709603355385438,0.792317887937046,0.862537094088124,0.919153575010747,0.961274454979719,0.988235462556136,0.999611406544793,0.995222881513328,0.975139097123066,0.939676786651312,0.889395211918364,0.825087343394517,0.74776735458205,0.658654627893259,0.559154524261388,0.450836219759193,0.335407958754892,0.214690113878024,0.0905864776556411,-0.034945761433109,-0.250850269662355,-0.442930972162936,-0.62802638863837,-0.803217453800197,-0.965741299896746,-0.420150577297006,-0.585830991283697,-1.42726358288038,-2.15406528000362,-2.09069831488907,-1.38850078620032,-0.847838382055283,-1.05650193151119,-1.77084831239363,-2.19058163045157,-1.81828520622743,-0.981368868612933,-0.470090546374664,-1.03312017259194,-0.877051180006443,-0.707150566387267,-0.526097765904895,-0.336748089378627,-0.142087694319304,0.0548135085585097,0.159926884988473,0.282385866031878,0.400391453278821,0.512082628125298,0.615697954022903,Swell_with_Oscillatory_Transient
0.122886916707819,0.246301209520918,0.365831185126661,0.479591784406,0.585788934751012,0.682747843661652,0.768939411223955,0.843004344929118,1.42368667880912,1.49696368699063,1.54663268358553,1.57191035884671,1.57239806873514,1.74139607025611,1.33921363213961,1.16483450044183,1.36602445180045,1.48668751788087,1.17377524457235,0.70927601995861,0.570295660568208,0.70791697035008,0.639808957909241,0.193809891167219,-0.236942584231808,-0.29810900242196,-0.202528102041023,-0.388629529433611,-0.848569940685273,-1.14830645064443,-1.08976322681402,-0.998775781126981,-1.21546140519034,-1.57793829098205,-1.67786833172079,-1.48073967985028,-1.36555671633101,-1.54062886962427,-1.73383255257273,-1.61645415849364,-1.30087962995384,-1.15981220463912,-1.25878218035322,-1.08117251980208,-0.58977799722286,-0.483912635655723,-0.370415682748901,-0.251077053249525,-0.127778788634241,-0.0024653761908489,Swell_with_Oscillatory_Transient
0.865845705273608,0.796312643081767,0.714221254814411,0.620866170703534,0.517719656193191,0.406408393433948,0.288687827533646,0.16641448213939,0.0415166809506022,-0.0840358630976396,-0.20826311138424,-0.329205925993959,-0.444956966492665,-0.553690769825375,-0.653692538959104,-0.743385186256454,-1.22909522889658,-1.32638647684133,-1.40275981770142,-1.45701079826826,-1.48828384817034,-1.49608577272911,-1.48029353093361,-1.4411561758708,-1.37929092700954,-1.29567343628087,-1.19162240146426,-1.06877876953585,-0.929079857954358,-0.774728802007525,-0.608159810052478,-0.431999774595846,-0.249026844629678,-0.0621266125622748,0.125753393297875,0.31165019302428,0.223219681737275,0.770052861092638,1.06633069342381,0.835975469963825,0.911652302739428,1.40084548333641,1.48657215516736,1.21022348431373,1.3392351837207,1.6929536923822,1.57127430230797,1.27176346703677,1.40722814458845,1.58404090896804,Swell_with_Oscillatory_Transient
0.871811474713024,0.92633040731442,0.966240556029505,0.990912513971875,0.999957189626465,0.993231943055175,0.970842835413901,0.933142956304752,0.880726855342095,0.814421165749971,0.735271567862349,0.644526298119592,0.543616463634142,0.434133472776446,0.317803937714301,0.19646244470753,0.0720226215867459,-0.05355304130069,-0.178284140735778,-0.481764383379511,-0.66982205662576,-0.847316235906722,-1.01144773198525,-1.15962809312078,-1.28952042649955,-1.39907625243026,-1.4865678100925,-1.55061530535702,-1.59020867096338,-1.60472349588402,-1.59393087265923,-1.55800100740445,-1.49750053555821,-1.41338358570276,-1.30697673238635,-1.17995807525015,-1.03433077439447,-0.872391459347333,-0.696694009844891,-0.510009279622368,-0.315281398395423,-0.115581341175806,0.0859415028391033,0.286108998015273,0.637538858963469,0.405838379026989,0.332237411640649,0.535584476252783,0.972669973009556,1.47089030691607,Swell_with_Oscillatory_Transient
0.373860548405273,0.487157231333501,0.592771153709976,0.689036720888122,0.774435767367276,0.847621499169546,0.907439733585371,1.3455870244452,1.38862394461888,1.45127314062669,1.56051504740762,1.37580617529362,1.19072259598843,1.25287774328174,1.32848622443811,1.13141129884463,0.833190894587812,0.749528963146571,0.781145090399214,0.604974136010828,0.25614498522829,0.0601267234305191,0.0534450601904028,-0.0679010715201831,-0.396134232984451,-0.649688670533461,-0.677069802228916,-0.716487339467488,-0.959007803842272,-1.20780020806984,-1.23356660164237,-1.17773804763234,-1.3455870244452,-1.38862394461888,-1.40976143566219,-1.40866614671444,-1.38535535113664,-1.34019667410024,-1.27390229491859,-1.18751771555373,-1.0824052724259,-0.960222651554335,-0.822896745858552,-0.476331736576089,-0.362374511949356,-0.242702424797138,-0.119202775422471,0.0061767729288954,0.13145890988135,0.254667861295227,Swell_with_Oscillatory_Transient
0.995092835288017,0.999647414076519,0.988436955984614,0.961638256633215,0.919673947519861,0.863205830867532,0.793124442608254,0.710535008099467,0.616740012059911,0.513218657607545,0.401603538342743,0.283654891371951,0.161232837317005,0.0362680451017407,-0.089268715850258,-0.213397655826752,-0.334161187293277,-0.449654797217971,-0.558057082379781,-0.657658473985319,-0.74688819858998,-0.824339050133494,-0.888789582420123,-1.43650482242971,-1.49098676024007,-1.52195494616913,-1.52892099342528,-1.51177504328199,-1.4707874976155,-1.08785660057127,-1.18353097088747,-1.37011085728331,-1.36446413153214,-1.07106739649173,-0.656559226829526,-0.372596712855753,-0.315129541079719,-0.350963500266545,-0.265408259348991,0.026856547022361,0.410675502801515,0.69321795776086,0.788572195689287,0.785950944055729,0.848082861156521,1.05001387987165,1.31449408945727,1.49585241003069,1.5206973685807,1.44875887133264,Swell_with_Oscillatory_Transient
0.001150244819052,0.126474325447478,0.249803830411498,0.369193779744353,0.482761322624966,0.588715431060147,0.685385145465959,0.771245926698532,0.844943698947084,0.905316204318342,0.951411332337812,0.982502135300734,0.998098292671637,0.997953843732089,0.982071066528155,0.950700441944254,0.904336703469977,0.843711034957417,0.769779539415036,0.683708160692073,0.586854295847538,0.480745388187723,0.367054838572814,0.247575614885679,0.124191975857293,-0.0011502448190518,-0.126474325447479,-0.249803830411498,-0.369193779744353,-0.482761322624966,-0.823294769256524,-0.958483463176958,-1.07855630031282,-1.18161966029445,-1.26604817236787,-1.33051034846252,-1.37398958155357,-1.39580017816192,-1.39559817215005,-1.37338674927344,-1.3295161969393,-1.26467837996496,-1.17989582945632,-1.07650561688156,-0.956138267655284,-0.994201104247801,-0.541915671819849,-0.446755226023318,-0.522699657639509,-0.102013916387139,Swell_with_Oscillatory_Transient
