,Unnamed: 0,s1,s2,s3,s4,s5,s6,s7,s12,s15,s19,s21,s22,s23,s24,s25,s26,s30,s33,s40,s41,s43,s45,s52,s53,s55,s60,s61,s62,s63,s66,s68,s69,s70,s73,s74,s75,s77,s78,s80,s81,s84,s85,s86,s88,s89,s91,s94,s95,s96,s98
0,0,-0.81260294895038,-0.774404037775169,-0.733148907654412,-0.689000373739017,-0.642132670122804,-0.592730762220128,-0.540989616791897,-0.254619362820734,-0.0689038737422895,0.181359694999083,0.471482923790469,0.563602267619785,0.65349733078419,0.74081333853852,0.82520569449106,0.906341340568065,1.19213165379817,1.11926670829832,1.72290965053367,1.60409724119376,1.35107369161921,1.24916820857569,1.42496564322463,1.27953952170159,0.909238734294214,0.507928286834375,0.527850433220286,0.535021150843846,0.506607371276586,0.121211628754345,-0.278670792081747,-0.454491757663334,-0.587805282199511,-0.705420133439052,-0.692982371529251,-0.690457134809341,-0.785642590365831,-0.896110581559736,-1.19699386835137,-1.34731270858454,-1.57556265702909,-1.55864649741811,-1.51003895613304,-1.39655749837129,-1.36921843014102,-1.4183677117061,-1.62392869917155,-1.50858740915258,-1.48190695628737,-1.41112919790387
1,1,-0.981450886134802,-0.991552022337722,-0.997739955705504,-0.999990265292143,-0.99829407015377,-0.992658064397678,-0.98310449076374,-0.878423841942045,-1.20933661300036,-0.924768332285593,-0.759419140993685,-0.67208249988437,-0.5820934561933,-0.48980715556384,-0.395587809862972,-0.299807259803455,0.0913059730248844,0.382220893893845,0.991494869429244,1.065473255006,1.20053985372391,1.31667322178085,1.55061653258621,1.56029339428027,1.56115993381129,1.52940298226932,1.34988803682267,1.20797076008173,1.15967173860162,1.30296932849611,1.06421545142509,0.859681321471543,0.692630453289518,0.645666892950772,0.634086664690742,0.534463551624841,0.140802951472479,-0.0326390303682167,-0.139748192151889,-0.128657595210969,-0.432193928097155,-0.628201954317594,-0.785010979689977,-0.87290816042252,-0.856221262075766,-0.95484343377923,-0.806415572040555,-0.841955421200913,-0.874172456966635,-0.928143120041038
2,2,-0.370116301411016,-0.42771743902668,-0.483630571316016,-0.537635034690158,-0.589517698204461,-0.63907380468897,-0.68610777883142,-0.877337108850152,-0.951716583304058,-0.998159002235424,-0.997889870846754,-0.991843822684433,-0.981883420084317,-0.968047972204993,-0.950392081238425,-0.928985426920051,-0.807755460212875,-1.06853523591178,-0.491489413282519,-0.473009596771584,-0.227294692035534,0.0988633513446134,0.769332299144317,0.811279764764093,0.851205182645381,1.31268789959887,1.2945882488703,1.31180009139582,1.38996020321407,1.60950361770851,1.51916906210915,1.5099414938432,1.55589062158442,1.61675488138047,1.53101049484479,1.44676215046488,1.41882886768011,1.437315591719,1.32595948368851,1.20123673126605,1.00724928261383,0.984799711064349,0.915842802123602,0.673938343828608,0.582177870107962,0.392135356628812,0.0606515148729416,-0.0021430893603624,-0.0649292357990464,-0.189486013635638
3,3,0.709603355385438,0.752445400779879,0.792317887937046,0.829063458366138,0.862537094088124,0.892606689955459,0.919153575010747,0.995888593200035,0.995222881513328,0.939676786651312,0.889395211918364,0.858936192026094,0.825087343394517,0.787982251965113,0.74776735458205,0.704601361072861,0.505993835260881,0.335407958754892,-0.153134064205994,-0.250850269662355,-0.442930972162936,-0.62802638863837,-0.391733972273604,-0.585830991283697,-1.42726358288038,-1.77592910000226,-1.38850078620032,-1.04535713163197,-0.847838382055283,-1.3967447518675,-2.06576375126011,-2.19058163045157,-2.10242057921099,-0.981368868612933,-0.641485077761854,-0.470090546374664,-1.03312017259194,-0.956974045979001,-0.793666993712967,-0.707150566387267,-0.432275925436566,-0.336748089378627,-0.239891262457479,-0.043723370965343,0.0548135085585097,0.159926884988473,0.342063644120014,0.400391453278821,0.457139100292994,0.56500519977269
4,4,0.122886916707819,0.184959037525051,0.246301209520918,0.306671343167125,0.365831185126661,0.423547258530873,0.479591784406,0.727278745916843,0.843004344929118,1.49696368699063,1.54663268358553,1.56235447087847,1.57191035884671,1.57526263476612,1.57239806873514,1.84963337939484,1.19693939385649,1.36602445180045,0.585509301564228,0.570295660568208,0.70791697035008,0.639808957909241,-0.238542941322051,-0.202528102041023,-0.388629529433611,-1.1526958821865,-1.08976322681402,-1.01849231433704,-0.998775781126981,-1.40632894944447,-1.67655434666873,-1.67786833172079,-1.59684400957373,-1.36555671633101,-1.42457382058791,-1.54062886962427,-1.73383255257273,-1.71908137946602,-1.45921630862562,-1.30087962995384,-1.19513033447874,-1.25878218035322,-1.15097556617781,-0.639321657592293,-0.58977799722286,-0.483912635655723,-0.311360767349976,-0.251077053249525,-0.189802452726092,-0.065250840040228
5,5,0.865845705273608,0.832722361540858,0.796312643081767,0.756760242421072,0.714221254814411,0.66886356221165,0.620866170703534,0.348235273248772,0.16641448213939,-0.0840358630976396,-0.20826311138424,-0.269265853342738,-0.329205925993959,-0.387846773255163,-0.444956966492665,-0.500311117864922,-0.699919994836073,-1.22909522889658,-1.47555900185006,-1.48828384817034,-1.49608577272911,-1.48029353093361,-1.24610682604774,-1.19162240146426,-1.06877876953585,-0.69281141109208,-0.608159810052478,-0.52110808008439,-0.431999774595846,-0.155884330714252,0.0318762909465365,0.125753393297875,0.219134204457126,0.223219681737275,0.461118933357061,0.770052861092638,1.06633069342381,0.972661934498458,0.792222895029519,0.911652302739428,1.5265790842038,1.48657215516736,1.34006755155698,1.20302446757137,1.3392351837207,1.6929536923822,1.38958035095545,1.27176346703677,1.28519938363091,1.54198047912742
6,6,0.871811474713024,0.900848559867341,0.92633040731442,0.948156451843937,0.966240556029505,0.980511350173745,0.990912513971875,0.983979047115387,0.933142956304752,0.814421165749971,0.735271567862349,0.691262982583089,0.644526298119592,0.595245962813473,0.543616463634142,0.489841558627585,0.257641588032274,0.0720226215867459,-0.576931662851771,-0.66982205662576,-0.847316235906722,-1.01144773198525,-1.44567474012804,-1.4865678100925,-1.55061530535702,-1.60248933091231,-1.59393087265923,-1.57908189744951,-1.55800100740445,-1.45831972147937,-1.36286947062692,-1.30697673238635,-1.24592595408392,-1.03433077439447,-0.955246076798253,-0.872391459347333,-0.696694009844891,-0.604544575358026,-0.413461210261116,-0.315281398395423,-0.0148492207134461,0.0859415028391033,0.186393054542886,0.384695799983262,0.637538858963469,0.405838379026989,0.398145122988171,0.535584476252783,0.733621414126643,1.22749277811907
7,7,0.373860548405273,0.431360080453324,0.487157231333501,0.541031795182574,0.592771153709976,0.642171115305066,0.689036720888122,0.879265646281263,1.3455870244452,1.45127314062669,1.56051504740762,1.49480802138943,1.37580617529362,1.25771375151868,1.19072259598843,1.19545113382467,1.26467911543706,0.833190894587812,0.431699681416734,0.25614498522829,0.0601267234305191,0.0534450601904028,-0.683176432290783,-0.677069802228916,-0.716487339467488,-1.2487437105599,-1.23356660164237,-1.19582684668942,-1.17773804763234,-1.36980848868147,-1.40195913624882,-1.40976143566219,-1.41200005074773,-1.38535535113664,-1.36547045665258,-1.34019667410024,-1.27390229491859,-1.2331433319169,-1.13720550929251,-1.0824052724259,-0.89332246653404,-0.822896745858552,-0.530601351435869,-0.420182257967314,-0.362374511949356,-0.242702424797138,-0.0566247372310223,0.0061767729288954,0.0689539061879628,0.193445105315297
8,8,0.995092835288017,0.999342098034751,0.999647414076519,0.996007578470388,0.988436955984614,0.976965424407459,0.961638256633215,0.82980256254471,0.710535008099467,0.513218657607545,0.401603538342743,0.34330665211435,0.283654891371951,0.222883674362901,0.161232837317005,0.0989456879224954,-0.151632397738315,-0.334161187293277,-0.703661852216739,-0.74688819858998,-0.824339050133494,-0.888789582420123,-1.52845402467279,-1.52892099342528,-1.51177504328199,-1.1064796319369,-1.18353097088747,-1.28479656312183,-1.37011085728331,-1.24834635003528,-0.862043761443488,-0.656559226829526,-0.486537113860329,-0.315129541079719,-0.335626531654872,-0.350963500266545,-0.265408259348991,-0.14195660901873,0.219908451946397,0.410675502801515,0.762332095907505,0.788572195689287,0.78903738618671,0.800650695531287,0.848082861156521,1.05001387987165,1.4232159836457,1.49585241003069,1.52698095116218,1.48909301198535
9,9,0.001150244819052,0.0639384530650386,0.126474325447478,0.188511061448,0.249803830411498,0.310110737780876,0.369193779744353,0.63830984693797,0.771245926698532,0.905316204318342,0.951411332337812,0.96886857463434,0.982502135300734,0.992258208901625,0.998098292671637,0.999999338468209,0.968296466125816,0.904336703469977,0.636537289206942,0.586854295847538,0.480745388187723,0.367054838572814,-0.063938453065039,-0.126474325447479,-0.249803830411498,-0.750689811999696,-0.823294769256524,-0.892650558186698,-0.958483463176958,-1.13232235982632,-1.22625364779408,-1.26604817236787,-1.30084618320771,-1.37398958155357,-1.38763305672056,-1.39580017816192,-1.39559817215005,-1.38722984192226,-1.35412352656595,-1.3295161969393,-1.22470377785928,-1.17989582945632,-1.13043137125763,-1.01833138664428,-0.956138267655284,-0.994201104247801,-0.415950172253107,-0.446755226023318,-0.532483313405908,-0.353286567462232
10,10,-0.580682034805259,-0.528416518118352,-0.474065582844975,-0.417843727296073,-0.359972833450174,-0.300681291286592,-0.240203097434516,0.0715230760195988,0.257157626495842,0.755244227379332,0.917955893554378,0.994034870993329,1.0661908469278,1.13413905468572,1.34631864774777,1.57574126015121,1.1453257572099,1.80363339628319,1.74592103401485,1.6472677651601,1.18601534820579,1.21513167954302,0.749824282705296,0.731572820296358,0.555506137814971,0.0834142344150067,-0.0135063486459948,-0.110373628319354,-0.20680531370665,-0.489698680488985,-0.433682239849433,-0.489404861566408,-0.543196025882592,-0.69090098927958,-0.734932021899105,-0.776062613586698,-0.84898526688022,-0.880489536088791,-0.932962785526761,-0.953724677813376,-0.99317364735402,-0.99853805968551,-0.999961698484068,-0.990979756280857,-0.980609622901507,-0.948315500964308,-0.872056696250402,-0.83960590604483,-0.803841574907549,-0.722949391736724
